 3165.697  1529.875  1100.179   5848.710  312.8941  60973.34   245.0750
 3168.965  1578.117  1088.929   5894.106  319.3016  61334.85   247.1201
 3201.794  1603.958  1111.641   5980.589  320.3863  61712.50   247.3346
 3214.670  1629.723  1109.641   5987.240  318.1964  62113.77   247.5305
 3259.372  1649.928  1119.213   6080.796  317.6945  62524.87   247.5877
 3301.448  1654.834  1125.983   6129.450  325.0281  62945.78   249.7500
 3344.232  1668.233  1114.631   6169.521  312.6527  63380.73   250.5711
 3356.997  1667.396  1107.373   6183.566  319.1081  63812.66   252.5719
 3377.995  1738.731  1103.752   6319.179  323.7679  64305.37   255.7864
 3408.866  1772.494  1129.347   6383.520  325.4353  64814.79   257.3340
 3448.370  1797.006  1154.697   6477.525  330.0554  65343.20   258.6105
 3517.422  1835.638  1189.651   6600.837  327.4384  65882.45   261.8504
 3531.540  1879.649  1203.927   6723.142  328.9413  66439.53   265.3617
 3557.599  1853.537  1224.751   6737.543  331.7689  66964.17   266.9934
 3573.105  1854.332  1265.735   6794.496  335.2169  67482.70   268.0396
 3573.852  1804.543  1293.356   6803.145  327.5792  67923.25   268.7440
 3598.191  1762.228  1341.591   6810.885  325.5388  68316.08   266.9318
 3617.925  1803.777  1352.393   6827.730  325.2596  68724.83   264.8363
 3629.514  1808.462  1361.530   6891.309  327.3257  69122.78   265.1860
 3640.795  1840.853  1362.462   6930.264  326.0505  69531.98   265.8297
 3681.047  1889.721  1374.730   7001.443  322.6792  69992.28   265.3534
 3713.275  1886.711  1396.922   7088.526  321.6118  70437.23   266.8351
 3751.733  1906.600  1396.310   7121.783  327.4095  70898.72   268.3123
 3759.448  1927.236  1385.650   7102.452  324.0320  71389.23   269.0367
 3783.167  1938.268  1372.360   7188.722  325.1845  71853.85   270.8126
 3798.275  1927.022  1379.883   7184.525  326.5010  72309.24   272.3486
 3811.383  1924.350  1364.493   7191.312  326.4914  72761.87   273.2324
 3835.286  1876.493  1349.363   7084.823  324.9928  73162.38   272.3082
 3857.923  1842.739  1329.663   7046.810  324.1584  73485.29   270.3959
 3857.016  1813.943  1305.090   7004.360  320.1123  73789.82   266.5740
 3878.889  1828.502  1308.595   7061.390  305.6104  74096.33   263.4455
 3884.838  1807.587  1292.479   6987.712  315.0616  74343.15   259.3074
 3892.117  1850.749  1288.345   7119.893  315.8020  74645.87   259.2405
 3899.289  1895.318  1272.689   7137.511  315.0094  74972.08   259.1081
 3893.700  1923.701  1273.769   7148.337  313.3027  75314.47   257.7881
 3909.649  1955.186  1266.996   7134.870  316.3073  75633.04   259.3785
 3941.196  2017.323  1280.691   7261.481  318.3301  75990.76   261.4987
 3984.131  2037.215  1265.799   7357.206  321.0874  76361.56   263.1885
 4013.071  2055.235  1238.224   7394.518  320.3929  76740.58   263.7216
 4070.890  2133.594  1239.020   7500.735  319.4471  77218.05   266.4688
 4079.640  2195.394  1261.576   7628.435  318.4341  77711.39   269.3679
 4067.962  2176.810  1244.868   7596.399  324.4233  78193.50   270.7578
 4077.212  2159.512  1206.763   7524.083  325.9203  78658.23   270.8247
 4058.163  2125.015  1223.659   7556.686  325.3805  79091.52   271.8430
 4006.466  2068.493  1228.947   7397.634  320.6010  79440.10   270.6831
 4012.454  2042.091  1260.804   7414.235  317.3862  79762.03   269.0129
 4017.778  2002.317  1238.527   7308.121  321.8100  80036.74   267.7773
 4002.314  1880.409  1220.334   7211.877  316.9373  80197.14   262.1522
 4009.214  1807.152  1230.833   6990.267  307.0518  80265.51   253.1326
 4055.390  1800.504  1227.979   7005.066  307.9259  80318.66   249.6261
 4052.738  1844.660  1242.216   7130.806  306.1704  80409.05   251.6445
 4062.133  1873.569  1249.152   7196.201  309.9889  80499.55   253.6520
 4112.216  1930.126  1234.747   7339.744  311.0524  80615.12   257.1078
 4126.797  1941.139  1221.230   7363.053  303.0374  80736.25   256.8122
 4155.644  1945.142  1213.666   7374.782  318.7193  80862.54   256.6435
 4199.403  1997.138  1211.249   7437.193  319.3180  81035.50   256.9908
 4223.460  2048.246  1219.335   7551.865  318.0422  81245.63   258.3863
 4207.957  2113.400  1234.922   7621.365  322.9606  81507.38   261.7842
 4228.612  2141.275  1244.998   7726.734  326.6035  81787.20   263.4831
 4265.445  2161.223  1227.476   7708.206  325.5993  82078.16   265.0554
 4291.774  2169.073  1198.154   7737.383  324.7150  82347.97   264.9912
 4319.716  2283.677  1216.060   7920.956  334.3667  82730.42   270.5154
 4330.350  2292.934  1229.902   7934.329  335.8145  83113.13   272.0755
 4354.301  2298.915  1225.753   7979.842  335.8398  83508.88   273.4646
 4369.038  2283.603  1212.100   7923.006  334.7619  83878.88   274.7415
 4358.602  2255.891  1208.116   7902.230  330.3705  84222.67   274.0758
 4355.850  2276.190  1221.349   7879.735  340.3213  84594.90   274.7399
 4381.521  2240.563  1214.473   7818.266  335.8428  84933.01   274.1392
 4364.919  2205.408  1223.961   7804.115  332.5153  85202.82   273.0449
 4317.165  2010.280  1220.556   7553.490  325.5411  85277.77   266.8381
 4326.408  2020.599  1213.893   7490.797  327.0201  85366.45   264.3349
 4343.507  2070.218  1208.440   7611.272  327.1949  85565.25   266.9428
 4322.452  2093.345  1233.372   7713.821  328.9910  85748.87   267.5987
 4331.067  2077.147  1224.126   7683.595  324.3473  85911.45   266.7327
 4321.189  2073.299  1232.187   7710.080  321.5616  86077.61   265.9167
 4315.241  2001.551  1228.976   7570.516  322.5981  86171.04   262.9713
 4309.813  1969.185  1219.667   7442.826  316.1591  86220.51   258.5360
 4314.892  1936.517  1197.694   7436.351  318.6437  86231.07   255.6453
 4319.234  1909.543  1215.192   7422.019  319.4535  86207.08   252.3934
 4345.067  1956.603  1245.727   7410.809  313.2691  86248.02   249.0611
 4366.521  1961.541  1204.441   7435.374  313.7395  86238.70   248.5483
 4411.119  2053.921  1199.974   7656.774  318.7967  86317.33   251.2279
 4437.487  2137.038  1205.793   7783.513  326.5863  86484.13   254.5630
 4458.835  2211.796  1190.046   7912.085  325.9192  86724.11   258.6316
 4473.495  2242.541  1218.584   8124.184  330.7838  86977.18   262.0012

